Reaction ID,Objective Value
R07627,21.947873799725592
R07641,21.947873799725592
R07663,21.947873799725592
R07665,21.947873799725592
R07667,21.947873799725592
R07669,21.947873799725592
R07670,21.947873799725592
R07675,21.947873799725592
R07687,21.947873799725592
R07697,21.947873799725592
R07700,21.947873799725592
R07706,21.947873799725592
R07709,21.947873799725592
R07710,21.947873799725592
R07759,21.947873799725592
R07770,21.947873799725592
R07773,21.947873799725592
R07779,21.947873799725592
R07828,21.947873799725592
R07833,21.947873799725592
R07839,21.947873799725592
R07856,21.947873799725592
R07881,21.947873799725592
R07888,21.947873799725592
R07889,21.947873799725592
R07890,21.947873799725592
R07891,21.947873799725592
R07892,21.947873799725592
R07893,21.947873799725592
R07894,21.947873799725592
R07895,21.947873799725592
R07896,21.947873799725592
R07897,21.947873799725592
R07898,21.947873799725592
R07899,21.947873799725592
R07916,21.947873799725592
R07934,21.947873799725592
R07937,21.947873799725592
R07939,21.947873799725592
R07940,21.947873799725592
R07943,21.947873799725592
R07945,21.947873799725592
R07950,21.947873799725592
R07951,21.947873799725592
R07953,21.947873799725592
R07954,21.947873799725592
R07955,21.947873799725592
R07956,21.947873799725592
R07957,21.947873799725592
R07958,21.947873799725592
R07959,21.947873799725592
R07960,21.947873799725592
R07961,21.947873799725592
R07962,21.947873799725592
R07963,21.947873799725592
R07964,21.947873799725592
R07965,21.947873799725592
R07966,21.947873799725592
R07967,21.947873799725592
R07968,21.947873799725592
R07969,21.947873799725592
R07970,21.947873799725592
R07971,21.947873799725592
R07972,21.947873799725592
R07973,21.947873799725592
R07974,21.947873799725592
R07975,21.947873799725592
R07976,21.947873799725592
R07981,21.947873799725592
R07987,21.947873799725592
R07988,21.947873799725592
R07989,21.947873799725592
R08034,21.947873799725592
R08036,21.947873799725592
R08050,21.947873799725592
R08056,21.947873799725592
R08090,21.947873799725592
R08091,21.947873799725592
R08092,21.947873799725592
R08093,21.947873799725592
R08094,21.947873799725592
R08095,21.947873799725592
R08097,21.947873799725592
R08100,21.947873799725592
R08101,21.947873799725592
R08108,21.947873799725592
R08109,21.947873799725592
R08110,21.947873799725592
R08114,21.947873799725592
R08115,21.947873799725592
R08116,21.947873799725592
R08120,21.947873799725592
R08121,21.947873799725592
R08165,21.947873799725592
R08174,21.83039462636438
R08175,21.947873799725667
R08176,21.83039462636436
R08177,21.947873799725443
R08178,21.94787379972569
R08179,21.94787379972569
R08180,21.94787379972569
R08181,21.94787379972569
R08182,21.94787379972569
R08183,21.94787379972569
R08198,21.94787379972569
R08209,21.94787379972569
R08210,21.94787379972569
R08220,21.94787379972569
R08221,21.94787379972569
R08222,21.94787379972569
R08227,21.94787379972569
R08230,21.94787379972569
R08231,21.94787379972569
R08232,21.94787379972569
R08237,21.94787379972569
R08238,21.94787379972569
R08240,21.94787379972569
R08243,21.94787379972569
R08244,21.94787379972569
R08245,21.94787379972569
R08248,21.94787379972569
R08250,21.94787379972569
R08255,21.94787379972569
R08256,21.94787379972569
R08258,21.94787379972569
R08267,21.94787379972569
R08268,21.94787379972569
R08269,21.94787379972569
R08270,21.94787379972569
R08271,21.94787379972569
R08272,21.94787379972569
R08274,21.94787379972569
R08275,21.94787379972569
R08276,21.94787379972569
R08277,21.94787379972569
R08280,21.94787379972569
R08281,21.94787379972569
R08285,21.94787379972569
R08286,21.94787379972569
R08287,21.94787379972569
R08293,21.94787379972569
R08294,21.94787379972569
R08295,21.94787379972569
R08300,21.94787379972569
R08303,21.94787379972569
R08304,21.94787379972569
R08306,21.94787379972569
R08310,21.94787379972569
R08312,21.94787379972569
R08313,21.94787379972569
R08318,21.94787379972569
R08324,21.94787379972569
R08325,21.94787379972569
R08326,21.94787379972569
R08327,21.94787379972569
R08339,21.94787379972569
R08340,21.94787379972569
R08341,21.94787379972569
R08342,21.94787379972569
R08343,21.94787379972569
R08344,21.94787379972569
R08345,21.94787379972569
R08346,21.94787379972569
R08347,21.94787379972569
R08348,21.94787379972569
R08359,21.94787379972569
R08390,21.94787379972569
R08391,21.94787379972569
R08392,21.94787379972569
R08503,21.94787379972569
R08528,21.94787379972569
R08555,21.94787379972569
R08557,21.94787379972569
R08558,21.94787379972569
R08603,21.94787379972569
R08635,21.94787379972569
R08734,21.94787379972569
R08739,21.94787379972569
R08878,21.94787379972569
R08924,21.94787379972569
R08926,21.94787379972569
R08959,21.94787379972569
R09083,21.94787379972569
R09096,21.94787379972569
R09102,21.94787379972569
R09104,21.94787379972569
R09105,21.94787379972569
R09107,21.94787379972569
R09129,21.94787379972569
R09134,21.94787379972569
R09136,21.94787379972569
R09157,21.94787379972569
R09177,21.94787379972569
R09220,21.94787379972569
R09222,21.94787379972569
R09229,21.94787379972569
R09247,21.94787379972569
R_NAD,20.891364902507
R_FAD,19.455252918288082
R_ATP,15.564202334630318
R00086,21.947873799725713
R_CO2HCO3-,21.947873799725595
R_HCO3-,16.260162601625975
R_NH4OH,21.94787379972561
R00921,21.709633649932147
R02141,21.947873799725585
R04026,21.94787379972561
R04214,21.94787379972561
R05356,21.94787379972561
R05030,21.94787379972561
R08855,21.94787379972561
R09195,21.94787379972561
R00895,21.94787379972561
R00896,21.94787379972561
R02433,21.94787379972561
R02619,21.94787379972561
R05052,21.94787379972561
R00281,21.94787379972561
R00529,-3.006943118997475e-14
R00509,-2.2324274671344905e-14
R02021,-2.2324274671344896e-14
R00188,-2.2324274671344902e-14
R00858,-2.2324274671344896e-14
R00768,21.947873799725702
R02060,21.94787379972562
R05332,21.94787379972562
R00416,21.94787379972562
R00660,21.94787379972562
R03191,21.94787379972562
R03192,21.94787379972562
R00401,20.196855426307046
R01150,21.94787379972559
R00289,-5.328759957717044e-15
R00291,21.28263337116962
R01072,21.94787379972563
R04144,21.947873799725635
R04325,21.947873799725635
R04463,21.947873799725635
R04208,21.947873799725635
R07404,21.947873799725635
R07405,21.947873799725635
R04591,21.947873799725635
R04559,21.947873799725635
R04560,21.947873799725635
R01127,21.947873799725635
R01135,21.947873799725635
R01083,21.947873799725635
R00127,21.947873799725635
R02017,21.94787379972565
R01230,21.94787379972565
R01231,21.94787379972565
R00332,21.94787379972565
R00330,21.94787379972565
R02019,21.94787379972565
R00575,21.94787379972565
R01397,21.94787379972565
R01993,21.94787379972565
R01867,21.94787379972565
R01870,21.94787379972565
R00965,21.94787379972565
R00158,21.94787379972565
R00156,21.828103683492493
R00571,21.947873799725656
R00573,21.947873799725635
R00570,21.947873799725635
R00512,21.947873799725638
R02024,21.94787379972564
R01665,21.947873799725635
R01857,21.947873799725635
R02325,21.947873799725635
R02331,21.947873799725635
R02098,21.947873799725635
R06613,21.947873799725635
R02094,21.947873799725635
R02093,5.855106477807209e-15
R01126,21.94787379972588
R01770,21.947873799725652
R01863,21.947873799725652
R01132,21.947873799725652
R00183,21.947873799725652
R00185,18.669778296382592
R01245,21.947873799725635
R01561,21.947873799725635
R00190,21.947873799725635
R02719,21.947873799725635
R02297,21.947873799725635
R02143,21.947873799725635
R02142,21.947873799725635
R01227,21.947873799725635
R02147,21.947873799725635
R01677,21.947873799725635
R01229,21.947873799725635
R02018,21.947873799725635
R02326,21.947873799725635
R01137,21.947873799725635
R01855,21.947873799725635
R00426,21.947873799725635
R00662,21.947873799725635
