,ids,growth,status
433,{'R06513'},1.3443496609593029e-14,optimal
434,{'R01209'},21.947873799725627,optimal
435,{'R04963'},21.947873799725613,optimal
436,{'R02957'},21.947873799725613,optimal
437,{'EX_C00106_e'},21.94787379972561,optimal
438,{'R04014'},21.947873799725635,optimal
439,{'R_Deoxyinosine'},21.947873799725638,optimal
440,{'R02457'},21.94787379972564,optimal
441,{'R04173'},21.94787379972564,optimal
442,{'R01541'},21.252796420581625,optimal
443,{'R02356'},21.94787379972564,optimal
444,{'EX_C00385_e'},21.855188521855144,optimal
445,{'R04475'},21.947873799725635,optimal
446,{'R_Choline_sulfate'},21.947873799725617,optimal
447,{'R01100'},21.947873799725617,optimal
448,{'R00927'},21.947873799725617,optimal
449,{'R01157'},21.947873799725617,optimal
450,{'R02332'},21.947873799725617,optimal
451,{'R_L-Proline2'},21.815175221013764,optimal
452,{'R04536'},21.947873799725635,optimal
453,{'R08248'},21.947873799725635,optimal
454,{'R00217'},21.947873799725635,optimal
455,{'R01548'},21.947873799725635,optimal
456,{'EX_C00559_e'},21.947873799725635,optimal
457,{'R08243'},21.947873799725667,optimal
458,{'R06411'},21.947873799725667,optimal
459,{'R02100'},21.947873799725667,optimal
460,{'R07960'},21.947873799725667,optimal
461,{'R08220'},21.947873799725667,optimal
462,{'R01103'},21.947873799725667,optimal
463,{'R08182'},21.947873799725667,optimal
464,{'EX_C00007_e'},15.564202334630368,optimal
465,{'R03088'},21.947873799725652,optimal
466,{'R07353'},21.947873799725592,optimal
467,{'R09220'},21.947873799725592,optimal
468,{'R00767'},21.947873799725592,optimal
469,{'R06728'},21.947873799725592,optimal
470,{'R02919'},21.947873799725592,optimal
471,{'R07105'},21.947873799725592,optimal
472,{'R04903'},21.947873799725592,optimal
473,{'R04930'},21.947873799725592,optimal
474,{'R_L-Isoleucine1'},21.947873799725592,optimal
475,{'R01855'},21.947873799725592,optimal
476,{'R06936'},21.947873799725592,optimal
477,{'R08108'},21.947873799725592,optimal
478,{'R08549'},21.947873799725592,optimal
479,{'R03845'},21.947873799725592,optimal
480,{'R03549'},21.947873799725592,optimal
481,{'R08310'},21.947873799725592,optimal
482,{'R03237'},21.947873799725592,optimal
483,{'R07964'},21.947873799725592,optimal
484,{'R07400'},21.947873799725592,optimal
485,{'R03234'},21.947873799725592,optimal
