Metabolite ID,Name,Formula/Composition,Compartment
C15606,"1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one",C6H10O3S,Cytosol
C08276,3-(Methylthio)propanoate,C4H8O2S,Cytosol
C01180,4-Methylthio-2-oxobutanoic acid,C5H8O3S,Cytosol
C17556,"di-trans,poly-cis-Undecaprenyl phosphate",C55H91O4P,Cytosol
C16241,(R)-Lipoate,C8H14O2S2,Cytosol
C16238,Lipoyl-AMP,C18H26N5O8PS2,Cytosol
C06423,Octanoic acid,C8H16O2,Cytosol
C02147,Dihydrolipoate,C8H16O2S2,Cytosol
C22161,Dihydrolipoyl-AMP,C18H28N5O8PS2,Cytosol
C05893,Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine,C94H156N8O26P2,Cytosol
C05894,Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-D-alanyl-D-alanine,C94H157N9O25P2,Cytosol
C00582,Phenylacetyl-CoA,C29H42N7O17P3S,Cytosol
C19946,"3-Oxo-5,6-dehydrosuberyl-CoA semialdehyde",C29H44N7O19P3S,Cytosol
C03427,Prephytoene diphosphate,C40H68O7P2,Cytosol
C05421,15-cis-Phytoene,C40H64,Cytosol
C05413,all-trans-Phytoene,C40H64,Cytosol
C02630,2-Hydroxyglutarate,C5H8O5,Cytosol
C03058,2-Hydroxyglutaryl-CoA,C26H42N7O20P3S,Cytosol
C14143,Adipyl-CoA,C27H44N7O19P3S,Cytosol
C03589,4-Hydroxy-2-oxopentanoate,C5H8O4,Cytosol
C04083,N6-(Delta2-Isopentenyl)-adenine,C10H13N5,Cytosol
C00147,Adenine,C5H5N5,Cytosol
C07330,3-Methyl-2-butenal,C5H8O,Cytosol
C00230,"3,4-Dihydroxybenzoate",C7H6O4,Cytosol
C02527,Butanoylphosphate,C4H9O5P,Cytosol
C00204,2-Dehydro-3-deoxy-D-gluconate,C6H10O6,Cytosol
C04349,"(4S)-4,6-Dihydroxy-2,5-dioxohexanoate",C6H8O6,Cytosol
C05811,2-Octaprenyl-6-hydroxyphenol,C46H70O2,Cytosol
C05812,2-Octaprenyl-6-methoxyphenol,C47H72O2,Cytosol
C17551,2-Polyprenyl-6-hydroxyphenol,C11H14O2(C5H8)n,Cytosol
C17552,2-Polyprenyl-6-methoxyphenol,C12H16O2(C5H8)n,Cytosol
C21860,3-Demethylubiquinol,C13H18O4(C5H8)n,Cytosol
C01353,Carbonic acid,H2CO3,Cytosol
C04046,"3-D-Glucosyl-1,2-diacylglycerol",C11H16O10R2,Cytosol
C06040,Diglucosyldiacylglycerol,C17H26O15R2,Cytosol
G13181,Glycan,(DAG)1 (Glc)1,Cytosol
G13182,Glycan,(DAG)1 (Glc)2,Cytosol
C00751,Squalene,C30H50,Cytosol
C06310,Diploptene,C30H50,Cytosol
C06309,Diplopterol,C30H52O,Cytosol
C05414,all-trans-Phytofluene,C40H62,Cytosol
C05430,all-trans-zeta-Carotene,C40H60,Cytosol
C15857,"9,9'-dicis-zeta-Carotene",C40H60,Cytosol
C02061,Plastoquinone,C8H8O2(C5H8)n,Cytosol
C19764,"9,15,9'-tricis-zeta-Carotene",C40H60,Cytosol
C16693,Plastoquinol,C8H10O2(C5H8)n,Cytosol
C19765,"15,9'-dicis-Phytofluene",C40H62,Cytosol
C01163,"3-Carboxy-cis,cis-muconate",C7H6O6,Cytosol
C01424,Gallate,C7H6O5,Cytosol
C03671,"2-Pyrone-4,6-dicarboxylate",C7H4O6,Cytosol
C01278,"2-Carboxy-2,5-dihydro-5-oxofuran-2-acetate",C7H6O6,Cytosol
C03586,"2-Oxo-2,3-dihydrofuran-5-acetate",C6H6O4,Cytosol
C00846,3-Oxoadipate,C6H8O5,Cytosol
C19944,"3-Hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione",C19H24O3,Cytosol
C04793,"3,4-Dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione",C19H24O4,Cytosol
C00497,(R)-Malate,C4H6O5,Cytosol
C00898,"(R,R)-Tartaric acid",C4H6O6,Cytosol
C00552,meso-Tartaric acid,C4H6O6,Cytosol
C03459,2-Hydroxy-3-oxosuccinate,C4H4O6,Cytosol
C05575,Hercynine,C9H16N3O2,Cytosol
C20995,gamma-L-Glutamyl-S-(hercyn-2-yl)-L-cysteine S-oxide,C17H28N5O8S,Cytosol
C20994,S-(Hercyn-2-yl)-L-cysteine S-oxide,C12H21N4O5S,Cytosol
C21015,gamma-L-Glutamyl-L-2-aminobutyrate,C9H16N2O5,Cytosol
C00643,5-Hydroxy-L-tryptophan,C11H12N2O3,Cytosol
C05651,5-Hydroxykynurenine,C10H12N2O4,Cytosol
C01242,[Protein]-S8-aminomethyldihydrolipoyllysine,C9H19N2OS2R,Cytosol
C05980,Cardiolipin,C13H18O17P2R4,Cytosol
C01132,N-Acetyl-D-galactosamine,C8H15NO6,Cytosol
C04737,alpha-D-Galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide,C37H66NO18R,Cytosol
C03272,Globoside,C45H79N2O23R,Cytosol
C04730,GM3,C42H73N2O21R,Cytosol
G00094,Glycan,(Gal)2 (GalNAc)1 (Glc)1 (Cer)1,Cytosol
G00093,Glycan,(Gal)2 (Glc)1 (Cer)1,Cytosol
G00092,Glycan,(Gal)1 (Glc)1 (Cer)1,Cytosol
G00108,Glycan,(Gal)1 (Glc)1 (Neu5Ac)1 (Cer)1,Cytosol
G13074,Glycan,(Gal)1 (GlcNAc)2 (S)1,Cytosol
G01391,Glycan,(Gal)1 (GlcNAc)1 (S)1,Cytosol
C04132,N-Acetyl-D-glucosamine 6-sulfate,C8H15NO9S,Cytosol
G13056,Glycan,(GlcNAc)4 (LFuc)1 (Man)3 (Xyl)1 (Asn)1,Cytosol
G10665,Glycan,(GlcNAc)2 (LFuc)1 (Man)3 (Xyl)1 (Asn)1,Cytosol
C22467,Gangliotriaosylceramide-II3 sulfate,C39H69N2O21SR,Cytosol
C03405,Lactosylceramide sulfate,C31H56NO16SR,Cytosol
C00885,Isochorismate,C10H10O6,Cytosol
C04171,"(2S,3S)-2,3-Dihydro-2,3-dihydroxybenzoate",C7H8O4,Cytosol
C03187,dTDP-6-deoxy-beta-L-talose,C16H26N2O15P2,Cytosol
C03319,dTDP-L-rhamnose,C16H26N2O15P2,Cytosol
C05691,Se-Adenosylselenomethionine,C15H23N6O5Se,Cytosol
C11062,4-Hydroxybutyryl-CoA,C25H42N7O18P3S,Cytosol
C03033,beta-D-Glucuronoside,C6H9O7R,Cytosol
C00191,D-Glucuronate,C6H10O7,Cytosol
C00069,Alcohol,HOR,Cytosol
C05787,Bilirubin beta-diglucuronide,C45H52N4O18,Cytosol
C05791,D-Urobilinogen,C33H42N4O6,Cytosol
G13040,Glycan,(GlcA)2 (GlcNAc)1 (S)1,Cytosol
G09660,Glycan,(GlcA)1 (GlcNAc)1 (S)1,Cytosol
C04900,Luteolin 7-O-[beta-D-glucuronosyl-(1->2)-beta-D-glucuronide]-4'-O-beta-D-glucuronide,C33H34O24,Cytosol
C12632,Luteolin 7-O-[beta-D-glucuronosyl-(1->2)-beta-D-glucuronide],C27H26O18,Cytosol
C11376,SN38 glucuronide,C28H28N2O11,Cytosol
C11173,SN-38,C22H20N2O5,Cytosol
G00526,Glycan,(GlcA)2 (GlcNAc)2,Cytosol
C00190,UDP-D-xylose,C14H22N2O16P2,Cytosol
C01561,Calcidiol,C27H44O2,Cytosol
C01673,Calcitriol,C27H44O3,Cytosol
C07712,Secalciferol,C27H44O3,Cytosol
C18231,Calcitetrol,C27H44O4,Cytosol
C16356,"1,7-Dimethyluric acid",C7H8N4O3,Cytosol
C12673,Tegafur,C8H9FN2O3,Cytosol
C07649,5-FU,C4H3FN2O2,Cytosol
C16835,Succinic aldehyde,C4H6O2,Cytosol
C07185,Valproic acid,C8H16O2,Cytosol
C16648,2-n-Propyl-4-pentenoic acid,C8H14O2,Cytosol
C16649,4-Hydroxyvalproic acid,C8H16O3,Cytosol
C16650,5-Hydroxyvalproic acid,C8H16O3,Cytosol
C16651,3-Hydroxyvalproic acid,C8H16O3,Cytosol
C19563,4-[(Hydroxymethyl)nitrosoamino]-1-(3-pyridinyl)-1-butanone,C10H13N3O3,Cytosol
C19574,4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol,C10H15N3O2,Cytosol
C19577,"1-(Methylnitrosoamino)-4-(3-pyridinyl)-1,4-butanediol",C10H15N3O3,Cytosol
C19580,alpha-[3-[(Hydroxymethyl)nitrosoamino]propyl]-3-pyridinemethanol,C10H15N3O3,Cytosol
C15858,"7,9,7',9'-tetracis-Lycopene",C40H56,Cytosol
C05432,Lycopene,C40H56,Cytosol
C03688,Apo-[acyl-carrier protein],,Cytosol
C02348,(R)(-)-Allantoin,C4H6N4O3,Cytosol
C02483,gamma-Tocopherol,C28H48O2,Cytosol
C02477,alpha-Tocopherol,C29H50O2,Cytosol
C14151,delta-Tocopherol,C27H46O2,Cytosol
C14152,beta-Tocopherol,C28H48O2,Cytosol
C14155,gamma-Tocotrienol,C28H42O2,Cytosol
C14153,alpha-Tocotrienol,C29H44O2,Cytosol
C14156,delta-Tocotrienol,C27H40O2,Cytosol
C14154,beta-Tocotrienol,C28H42O2,Cytosol
C00096,GDP-mannose,C16H25N5O16P2,Cytosol
C02280,GDP-L-galactose,C16H25N5O16P2,Cytosol
C15925,GDP-L-gulose,C16H25N5O16P2,Cytosol
C11133,Estrone glucuronide,C24H30O8,Cytosol
C00486,Bilirubin,C33H36N4O6,Cytosol
C00523,Androsterone,C19H30O2,Cytosol
C11135,Androsterone glucuronide,C25H38O8,Cytosol
C00535,Testosterone,C19H28O2,Cytosol
C11134,Testosterone glucuronide,C25H36O8,Cytosol
C11061,all-trans-Retinoyl-beta-glucuronide,C26H36O8,Cytosol
C00951,Estradiol-17beta,C18H24O2,Cytosol
C05503,Estradiol-17beta 3-glucuronide,C24H32O8,Cytosol
C04373,Etiocholanolone,C19H30O2,Cytosol
C11136,Etiocholan-3alpha-ol-17-one 3-glucuronide,C25H38O8,Cytosol
C05299,2-Methoxyestrone,C19H24O3,Cytosol
C11132,2-Methoxyestrone 3-glucuronide,C25H32O9,Cytosol
C05302,2-Methoxy-17beta-estradiol,C19H26O3,Cytosol
C11131,2-Methoxy-estradiol-17beta 3-glucuronide,C25H34O9,Cytosol
C05141,Estriol,C18H24O3,Cytosol
C05504,16-Glucuronide-estriol,C24H32O9,Cytosol
C14869,Trichloroethanol glucuronide,C8H11Cl3O7,Cytosol
C16577,Codeine-6-glucuronide,C24H29NO9,Cytosol
C01516,Morphine,C17H19NO3,Cytosol
C16643,Morphine-3-glucuronide,C23H27NO9,Cytosol
C16578,Morphine-6-glucuronide,C23H27NO9,Cytosol
C19605,4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol glucuronide,C16H23N3O8,Cytosol
C19606,NNAL-N-glucuronide,C16H23N3O8,Cytosol
C19645,Acceptor,,Cytosol
C19646,Acceptor beta-D-glucuronoside,,Cytosol
C04590,3-(O-Geranylgeranyl)-sn-glycerol 1-phosphate,C23H41O6P,Cytosol
C04638,"2,3-Bis-(O-geranylgeranyl)-sn-glycerol 1-phosphate",C43H73O6P,Cytosol
C19859,"5-Methoxy-2-methyl-3-(all-trans-polyprenyl)benzene-1,4-diol",C13H18O3(C5H8)n,Cytosol
C06735,Aminoacetaldehyde,C2H5NO,Cytosol
C21295,5-Methylphenazine-1-carboxylate,C14H11N2O2,Cytosol
C01748,Pyocyanine,C13H10N2O,Cytosol
C21442,Phenazine-1-carboxylate,C13H8N2O2,Cytosol
C21477,1-Hydroxyphenazine,C12H8N2O,Cytosol
C04534,"6-Phospho-beta-D-glucosyl-(1,4)-D-glucose",C12H23O14P,Cytosol
C06187,Arbutin 6-phosphate,C12H17O10P,Cytosol
C00530,Hydroquinone,C6H6O2,Cytosol
C06188,Salicin 6-phosphate,C13H19O10P,Cytosol
C02323,Salicyl alcohol,C7H8O2,Cytosol
C00418,(R)-Mevalonate,C6H12O4,Cytosol
C00356,(S)-3-Hydroxy-3-methylglutaryl-CoA,C27H44N7O20P3S,Cytosol
C00360,dAMP,C10H14N5O6P,Cytosol
C03028,Thiamin triphosphate,C12H20N4O10P3S,Cytosol
C22072,2-[(L-Alanin-3-ylcarbamoyl)methyl]-2-hydroxybutanedioate,C9H14N2O8,Cytosol
C22073,2-[(2-Aminoethylcarbamoyl)methyl]-2-hydroxybutanedioate,C8H14N2O6,Cytosol
C03401,"L-2,3-Diaminopropanoate",C3H8N2O2,Cytosol
C22074,2-[(L-Alanin-3-ylcarbamoyl)methyl]-3-(2-aminoethylcarbamoyl)-2-hydroxypropanoate,C11H20N4O7,Cytosol
C22075,Staphyloferrin B,C16H24N4O11,Cytosol
C21559,N-[(2S)-2-Amino-2-carboxyethyl]-L-glutamate,C8H14N2O6,Cytosol
C01010,Urea-1-carboxylate,C2H4N2O3,Cytosol
C06019,D-arabino-Hex-3-ulose 6-phosphate,C6H13O9P,Cytosol
C03451,(R)-S-Lactoylglutathione,C13H21N3O8S,Cytosol
C00514,D-Mannonate,C6H12O7,Cytosol
C00513,CDP-glycerol,C12H21N3O13P2,Cytosol
C04536,Magnesium protoporphyrin monomethyl ester,C35H34MgN4O4,Cytosol
C11829,13(1)-Hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester,C35H34MgN4O5,Cytosol
C11830,13(1)-Oxo-magnesium-protoporphyrin IX 13-monomethyl ester,C35H32MgN4O5,Cytosol
C11831,Divinylprotochlorophyllide,C35H30MgN4O5,Cytosol
C06424,Tetradecanoic acid,C14H28O2,Cytosol
C05437,Zymosterol,C27H44O,Cytosol
C04525,Fecosterol,C28H46O,Cytosol
C01902,Cycloartenol,C30H50O,Cytosol
C08830,24-Methylidenecycloartanol,C31H52O,Cytosol
C01210,N-Methylethanolamine phosphate,C3H10NO4P,Cytosol
C13482,Phosphodimethylethanolamine,C4H12NO4P,Cytosol
C04297,"CDP-4-dehydro-3,6-dideoxy-D-glucose",C15H23N3O14P2,Cytosol
C01219,CDP-4-dehydro-6-deoxy-D-glucose,C15H23N3O15P2,Cytosol
C16155,UDP-L-Ara4O,C14H20N2O16P2,Cytosol
C16153,UDP-L-Ara4N,C14H23N3O15P2,Cytosol
C12323,L-4-Hydroxyphenylglycine,C8H9NO3,Cytosol
C17355,Nocardicin G,C19H19N3O6,Cytosol
C20910,L-4-Hydroxyphenylglycyl-L-arginine,C14H21N5O4,Cytosol
C00740,D-Serine,C3H7NO3,Cytosol
C00179,Agmatine,C5H14N4,Cytosol
C00410,Progesterone,C21H30O2,Cytosol
C03205,11-Deoxycorticosterone,C21H30O3,Cytosol
C05497,21-Deoxycortisol,C21H30O4,Cytosol
C00735,Cortisol,C21H30O5,Cytosol
C01176,17alpha-Hydroxyprogesterone,C21H30O3,Cytosol
C05488,11-Deoxycortisol,C21H30O4,Cytosol
C01953,Pregnenolone,C21H32O2,Cytosol
C05485,21-Hydroxypregnenolone,C21H32O3,Cytosol
C05498,11beta-Hydroxyprogesterone,C21H30O3,Cytosol
C02140,Corticosterone,C21H30O4,Cytosol
C05138,17alpha-Hydroxypregnenolone,C21H32O3,Cytosol
C05487,"17alpha,21-Dihydroxypregnenolone",C21H32O4,Cytosol
C01215,2-(Acetamidomethylene)succinate,C7H9NO5,Cytosol
C18054,2-Amino-2-deoxyisochorismate,C10H11NO5,Cytosol
C20144,"Androsta-1,4-diene-3,17-dione",C19H24O2,Cytosol
C19830,"(5S,6S)-6-Amino-5-hydroxycyclohexa-1,3-diene-1-carboxylate",C7H9NO3,Cytosol
C19831,"(1R,6S)-6-Amino-5-oxocyclohex-2-ene-1-carboxylate",C7H9NO3,Cytosol
C21408,"(1R,6R)-1,4,5,5a,6,9-Hexahydrophenazine-1,6-dicarboxylate",C14H14N2O4,Cytosol
C21473,"(1R,5aS,6R)-4a-Hydroxy-1,4,4a,5,5a,6,9,10a-octahydrophenazine-1,6-dicarboxylate",C14H16N2O5,Cytosol
C00491,L-Cystine,C6H12N2O4S2,Cytosol
C01962,Thiocysteine,C3H7NO2S2,Cytosol
C02882,L-Cysteine-S-conjugate,C3H6NO2SR,Cytosol
C00145,Thiol,HSR,Cytosol
C03108,D-Glucosylsphingosine,C24H47NO7,Cytosol
C04261,Protein N(pi)-phospho-L-histidine,C7H9N4O5PR2,Cytosol
C00615,Protein histidine,C7H8N4O2R2,Cytosol
C01094,D-Fructose 1-phosphate,C6H13O9P,Cytosol
C02739,1-(5-Phospho-D-ribosyl)-ATP,C15H25N5O20P4,Cytosol
C02741,Phosphoribosyl-AMP,C15H23N5O14P2,Cytosol
C00305,Magnesium cation,Mg,Cytosol
C03516,Magnesium protoporphyrin,C34H32MgN4O4,Cytosol
C05435,gamma-Carotene,C40H56,Cytosol
C02094,beta-Carotene,C40H56,Cytosol
C05431,all-trans-Neurosporene,C40H58,Cytosol
C05434,beta-Zeacarotene,C40H58,Cytosol
C08586,delta-Carotene,C40H56,Cytosol
C05433,alpha-Carotene,C40H56,Cytosol
C16291,"7,8-Dihydro-beta-carotene",C40H58,Cytosol
C02743,[Protein]-L-cysteine,C4H6N2O2SR2,Cytosol
C21440,[Protein]-S-sulfanyl-L-cysteine,C4H6N2O2S2R2,Cytosol
C15670,Heme A,C49H56FeN4O6,Cytosol
C00236,3-Phospho-D-glyceroyl phosphate,C3H8O10P2,Cytosol
C00337,(S)-Dihydroorotate,C5H6N2O4,Cytosol
C00295,Orotate,C5H4N2O4,Cytosol
C04332,"6,7-Dimethyl-8-(D-ribityl)lumazine",C13H18N4O6,Cytosol
C00255,Riboflavin,C17H20N4O6,Cytosol
C04454,5-Amino-6-(5'-phospho-D-ribitylamino)uracil,C9H17N4O9P,Cytosol
C01268,5-Amino-6-(5'-phosphoribosylamino)uracil,C9H15N4O9P,Cytosol
C00380,Cytosine,C4H5N3O,Cytosol
C02376,5-Methylcytosine,C5H7N3O,Cytosol
C00178,Thymine,C5H6N2O2,Cytosol
C00791,Creatinine,C4H7N3O,Cytosol
C03294,N-Formylmethionyl-tRNA,C21H30N6O12PSR(C5H8O6PR)n,Cytosol
C00362,dGMP,C10H14N5O7P,Cytosol
C22441,dZMP,C10H15N6O6P,Cytosol
C01103,Orotidine 5'-phosphate,C10H13N2O11P,Cytosol
C01563,Carbamate,CH3NO2,Cytosol
C20969,Carboxyphosphate,CH3O6P,Cytosol
C00438,N-Carbamoyl-L-aspartate,C5H8N2O5,Cytosol
C02637,3-Dehydroshikimate,C7H8O5,Cytosol
C00493,Shikimate,C7H10O5,Cytosol
C03175,Shikimate 3-phosphate,C7H11O8P,Cytosol
C01269,5-O-(1-Carboxyvinyl)-3-phosphoshikimate,C10H13O10P,Cytosol
C02995,Maltose 6'-phosphate,C12H23O14P,Cytosol
C01451,Salicin,C13H18O7,Cytosol
C06186,Arbutin,C12H16O7,Cytosol
C02713,N-Acetylmuramate,C11H19NO8,Cytosol
C04677,1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide,C9H15N4O8P,Cytosol
C04051,5-Amino-4-imidazolecarboxyamide,C4H6N4O,Cytosol
C03892,Phosphatidylglycerophosphate,C8H14O13P2R2,Cytosol
C01260,"P1,P4-Bis(5'-adenosyl)tetraphosphate",C20H28N10O19P4,Cytosol
G10610,Glycan,(UDP-GlcNAc)1,Cytosol
G12573,Glycan,(GlcNAc)1 (Ser/Thr)1,Cytosol
C19802,[Protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine,C12H19N3O8R2,Cytosol
C00942,"3',5'-Cyclic GMP",C10H12N5O7P,Cytosol
C03912,(S)-1-Pyrroline-5-carboxylate,C5H7NO2,Cytosol
C04281,L-1-Pyrroline-3-hydroxy-5-carboxylate,C5H7NO3,Cytosol
C05947,L-erythro-4-Hydroxyglutamate,C5H9NO5,Cytosol
C05938,L-4-Hydroxyglutamate semialdehyde,C5H9NO4,Cytosol
C00148,L-Proline,C5H9NO2,Cytosol
C01286,2-Dehydro-3-deoxy-6-phospho-D-galactonate,C6H11O9P,Cytosol
C01213,(R)-Methylmalonyl-CoA,C25H40N7O19P3S,Cytosol
C11521,UDP-6-sulfoquinovose,C15H24N2O19P2S,Cytosol
C05629,Phenylpropanoate,C9H10O2,Cytosol
C11588,"cis-3-(Carboxy-ethyl)-3,5-cyclo-hexadiene-1,2-diol",C9H12O4,Cytosol
C12622,"cis-3-(3-Carboxyethenyl)-3,5-cyclohexadiene-1,2-diol",C9H10O4,Cytosol
C01302,1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate,C12H16NO9P,Cytosol
C04896,5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide,C15H25N5O15P2,Cytosol
C04916,N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide,C15H25N5O15P2,Cytosol
C04666,D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate,C6H11N2O6P,Cytosol
C00860,L-Histidinol,C6H11N3O,Cytosol
C01929,L-Histidinal,C6H9N3O,Cytosol
C03722,Quinolinate,C7H5NO4,Cytosol
C05840,Iminoaspartate,C4H5NO4,Cytosol
C05933,N(omega)-Hydroxyarginine,C6H14N4O3,Cytosol
C00533,Nitric oxide,NO,Cytosol
C01050,UDP-N-acetylmuramate,C20H31N3O19P2,Cytosol
C01212,UDP-N-acetylmuramoyl-L-alanine,C23H36N4O20P2,Cytosol
C05897,"Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",C87H143N7O23P2,Cytosol
C04851,MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol,C86H143N7O21P2,Cytosol
G10552,Glycan,(MurNAc)1 (D-Ala-D-Ala-Lys-gamma-D-Glu-Ala)1 (PP-Und)1,Cytosol
G10553,Glycan,(GlcNAc)1 (MurNAc)1 (D-Ala-D-Ala-Lys-gamma-D-Glu-Ala)1 (PP-Und)1,Cytosol
G10556,Glycan,(MurNAc)1 (D-Ala-D-Ala-A2pm-gamma-D-Glu-Ala)1 (PP-Und)1,Cytosol
C00692,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate,C28H43N5O23P2,Cytosol
C04702,UDPMurNAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala),C40H65N9O26P2,Cytosol
C04882,UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine,C41H65N9O28P2,Cytosol
C05892,UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine,C34H55N7O24P2,Cytosol
C00993,D-Alanyl-D-alanine,C6H12N2O3,Cytosol
C04877,"UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimelate",C35H55N7O26P2,Cytosol
C00748,Siroheme,C42H44FeN4O16,Cytosol
C05778,Sirohydrochlorin,C42H46N4O16,Cytosol
C02463,Precorrin 2,C42H48N4O16,Cytosol
C00175,Cobalt ion,Co,Cytosol
C11538,Cobalt-sirohydrochlorin,C42H44CoN4O16,Cytosol
C06408,Precorrin 8X,C45H60N4O14,Cytosol
C06399,Hydrogenobyrinate,C45H60N4O14,Cytosol
C11545,Cobalt-precorrin 8,C45H59CoN4O14,Cytosol
C05773,Cobyrinate,C45H59CoN4O14,Cytosol
C06406,Precorrin 3B,C43H50N4O17,Cytosol
C06407,Precorrin 4,C44H52N4O17,Cytosol
C11539,Cobalt-precorrin 3,C43H48CoN4O16,Cytosol
C11540,Cobalt-precorrin 4,C44H50CoN4O16,Cytosol
C16242,Cobalt-precorrin 5A,C45H52CoN4O16,Cytosol
C16243,Cobalt-precorrin 5B,C43H50CoN4O16,Cytosol
C17401,Cobalt-factor III,C43H46CoN4O16,Cytosol
C06319,Precorrin 6Y,C44H56N4O16,Cytosol
C11543,Cobalt-dihydro-precorrin 6,C44H55CoN4O16,Cytosol
C16244,Cobalt-precorrin 7,C44H57CoN4O14,Cytosol
C11542,Cobalt-precorrin 6,C44H53CoN4O16,Cytosol
C06416,Precorrin 5,C45H54N4O17,Cytosol
C05772,Precorrin 3A,C43H50N4O16,Cytosol
C06503,"Hydrogenobyrinate a,c diamide",C45H62N6O12,Cytosol
C06504,"Cob(II)yrinate a,c diamide",C45H61CoN6O12,Cytosol
C00853,Cob(I)alamin,C62H89CoN13O14P,Cytosol
C06505,"Cob(I)yrinate a,c diamide",C45H61CoN6O12,Cytosol
C06506,"Adenosyl cobyrinate a,c diamide",C55H73CoN11O15,Cytosol
C05774,Cobinamide,C48H72CoN11O8,Cytosol
C02869,Oxidized flavodoxin,,Cytosol
C02745,Reduced flavodoxin,,Cytosol
C03284,L-3-Aminoisobutanoate,C4H9NO2,Cytosol
C06206,Benzoyl phosphate,C7H7O5P,Cytosol
C20856,2-Hydroxy-5-methyl-1-naphthoate,C12H10O3,Cytosol
C20857,"2,7-Dihydroxy-5-methyl-1-naphthoate",C12H10O4,Cytosol
C19156,(2S)-2-Phospholactate,C3H7O6P,Cytosol
C19155,(2S)-Lactyl-2-diphospho-5'-guanosine,C13H19N5O13P2,Cytosol
C22297,Enolpyruvoyl-2-diphospho-5'-guanosine,C13H17N5O13P2,Cytosol
C02612,(R)-2-Methylmalate,C5H8O5,Cytosol
C02226,2-Methylmaleate,C5H6O4,Cytosol
C02631,2-Isopropylmaleate,C7H10O4,Cytosol
C17210,2-(2'-Methylthio)ethylmalic acid,C7H12O5S,Cytosol
C17212,3-(2'-Methylthio)ethylmalic acid,C7H12O5S,Cytosol
C17214,2-(3'-Methylthio)propylmalic acid,C8H14O5S,Cytosol
C17215,3-(3'-Methylthio)propylmalic acid,C8H14O5S,Cytosol
C17218,2-(4'-Methylthio)butylmalic acid,C9H16O5S,Cytosol
C17219,3-(4'-Methylthio)butylmalic acid,C9H16O5S,Cytosol
C17222,2-(5'-Methylthio)pentylmalic acid,C10H18O5S,Cytosol
C17223,3-(5'-Methylthio)pentylmalic acid,C10H18O5S,Cytosol
C17226,2-(6'-Methylthio)hexylmalic acid,C11H20O5S,Cytosol
C17227,3-(6'-Methylthio)hexylmalic acid,C11H20O5S,Cytosol
C17230,2-(7'-Methylthio)heptylmalic acid,C12H22O5S,Cytosol
C17231,3-(7'-Methylthio)heptylmalic acid,C12H22O5S,Cytosol
C06241,N-Acetylneuraminate 9-phosphate,C11H20NO12P,Cytosol
C01641,tRNA(Glu),,Cytosol
C02987,L-Glutamyl-tRNA(Glu),C20H28N6O13PR(C5H8O6PR)n,Cytosol
C15811,[Enzyme]-cysteine,C4H6N2O2SR2,Cytosol
C15812,[Enzyme]-S-sulfanylcysteine,C4H6N2O2S2R2,Cytosol
C00718,Amylose,(C6H10O5)n,Cytosol
C00275,D-Mannose 6-phosphate,C6H13O9P,Cytosol
C18026,(2S)-Ethylmalonyl-CoA,C26H42N7O19P3S,Cytosol
C20238,(2R)-Ethylmalonyl-CoA,C26H42N7O19P3S,Cytosol
C02954,6-Aminopenicillanate,C8H12N2O3S,Cytosol
C00089,Sucrose,C12H22O11,Cytosol
G00370,Glycan,(Fruf)1 (Glc)1,Cytosol
C04631,UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine,C20H29N3O19P2,Cytosol
C01289,N-Acetyl-D-glucosaminyldiphosphoundecaprenol,C63H105NO12P2,Cytosol
C02970,Decaprenol phosphate,C50H83O4P,Cytosol
