Metabolite ID,Name,Formula/Composition,Compartment,PubChem ID,Canonical SMILES
C04570,Reduced electron-transferring flavoprotein,,Cytosol,7171,CCCC(C)C1=CC=C(C=C1)O
C02411,Glutaconyl-1-CoA,C26H40N7O19P3S,Cytosol,5444,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)[O-])O)O)O)C(=N)S
C06153,scyllo-Inositol,C6H12O6,Cytosol,8409,C1=CC=C(C(=C1)C(=O)O)SSC2=CC=CC=C2C(=O)O
C00691,"2,4,6/3,5-Pentahydroxycyclohexanone",C6H10O6,Cytosol,3959,CCCCCN(CCCCC)C(=O)C(CCC(=O)[O-])NC(=O)C1=CC(=C(C=C1)Cl)Cl
C00227,Acetyl phosphate,C2H5O5P,Cytosol,3527,CC(=CCCC1(C(CC2(C(=O)C(=C(C3=CC(=C(C=C3)O)O)O)C(=O)C1(C2=O)CC=C(C)C)CC=C(C)C)CC=C(C)C)C)C
C02876,Propanoyl phosphate,C3H7O5P,Cytosol,5809,CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4
C13635,4-Hydroxyphenacyl alcohol,C8H8O3,Cytosol,586251,CCC1CC(=C(CC1CC)C)C
C00156,4-Hydroxybenzoate,C7H6O3,Cytosol,3456,C1CN(CCN1CCCC2=CC=CC=C2)CCOC(C3=CC=CC=C3)C4=CC=CC=C4
C02565,N-Methylhydantoin,C4H6N2O2,Cytosol,5563,C(C(Cl)(Cl)Cl)OP(=O)(O)O
C01043,N-Carbamoylsarcosine,C4H8N2O3,Cytosol,4285,CCCCCCCCCCCCCC=CC(C(CO)N(C)C)O
C00794,D-Sorbitol,C6H14O6,Cytosol,4052,CC1=CN=C(S1)NC(=C2C(=O)C3=CC=CC=C3S(=O)(=O)N2C)O
C00379,Xylitol,C5H12O5,Cytosol,3669,CC1CC1(CCC(C)C2CCC3(C2(CC=C4C3CC(C5C4(CC(C(C5)OS(=O)(=O)[O-])OS(=O)(=O)[O-])C)OS(=O)(=O)[O-])C)C)C(C)C
C11874,Kaur-16-en-18-oic acid,C20H30O2,Cytosol,14036,CCOP(=S)(OCC)[S-].[NH4+]
C11875,ent-7alpha-Hydroxykaur-16-en-19-oic acid,C20H30O3,Cytosol,14037,CC(C)(C)OOC(C)(C)C#CC(C)(C)OOC(C)(C)C
C06093,Gibberellin A12 aldehyde,C20H28O3,Cytosol,8359,C1=CC=C2C(=C1)C(=O)OC(=O)N2
C11876,"6beta,7beta-Dihydroxykaurenoic acid",C20H30O4,Cytosol,14038,C(C(=O)[O-])Br.[Na+]
C11857,Gibberellin A12,C20H28O4,Cytosol,14019,CC[Pb](CC)(CC)Cl
C00565,Trimethylamine,C3H9N,Cytosol,3844,CCCCCCOC(=O)C1(CC2N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N(C7=C53)C1(O2)C)CNC6=O)O
C01104,Trimethylamine N-oxide,C3H9NO,Cytosol,4338,CC(C)C(C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NC1=CC=C(C=C1)[N+](=O)[O-])NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C
C00894,Propenoyl-CoA,C24H38N7O17P3S,Cytosol,4150,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CSCCCCC(=O)NO
C03561,(R)-3-Hydroxybutanoyl-CoA,C25H42N7O18P3S,Cytosol,6354,C1CO1
C05998,3-Hydroxyisovaleryl-CoA,C26H44N7O18P3S,Cytosol,8272,C1=CC=C2C(=C1)C(OS2(=O)=O)(C3=CC(=C(C(=C3)Br)O)Br)C4=CC(=C(C(=C4)Br)O)Br
C03069,3-Methylcrotonyl-CoA,C26H42N7O17P3S,Cytosol,5969,C1=C[N+](=CC=C1C=NO)CCC[N+]2=CC=C(C=C2)C=NO
C04405,"(2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA",C26H44N7O18P3S,Cytosol,7041,COC1=C(C(=CC=C1)OC)O
C03345,2-Methylbut-2-enoyl-CoA,C26H42N7O17P3S,Cytosol,6188,CC[N+](CC)(CC)C1CCC2(C(C1)CCC3C2CCC4(C3CCC4[N+](CC)(CC)CC)C)C
C03460,2-Methylprop-2-enoyl-CoA,C25H40N7O17P3S,Cytosol,6280,CC1CCC2C(C3(C(CC4(C5CCC6C7(C5(CC4(C3CN2C1)O)OC6(C(CC7)OC(=O)C8=CC(=C(C=C8)OC)OC)O)C)O)O)O)(C)O
C06714,3-Hydroxypimeloyl-CoA,C28H46N7O20P3S,Cytosol,8938,C1CN(CCC1C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C(=O)CBr
C06715,3-Oxopimeloyl-CoA,C28H44N7O20P3S,Cytosol,8939,C1CN(CCC1C(=O)CCl)C(C2=CC=CC=C2)(C3=CC=CC=C3)O
C11946,"cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA",C31H50N7O17P3S,Cytosol,14107,C[N+](C)(C)CCC1=CC=CC=C1.[I-]
C11947,"3-Hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA",C31H52N7O18P3S,Cytosol,14108,C[N+](C)(C)CCC1=CC=CC=C1
C11945,"trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA",C31H50N7O17P3S,Cytosol,14106,C1CC(CCC1C(=O)O)C(=O)O
C16468,"(2E)-5-Methylhexa-2,4-dienoyl-CoA",C28H44N7O17P3S,Cytosol,47205764,CCCCN(CC(=O)N)C(=O)CN1C=C(C=N1)[N+](=O)[O-]
C16469,3-Hydroxy-5-methylhex-4-enoyl-CoA,C28H46N7O18P3S,Cytosol,47205765,CCCCN(CC(=O)N)C(=O)C1=CC2=C(C=C1)OCC2
C16471,5-Methyl-3-oxo-4-hexenoyl-CoA,C28H44N7O18P3S,Cytosol,47205767,CCCCN(CC(=O)N)C(=O)C1=C(N(N=C1)C)C
C00334,4-Aminobutanoate,C4H9NO2,Cytosol,3628,CC(C)(CCCC(CC(=O)OC)(C(=O)OC1C2C3=CC4=C(C=C3CCN5C2(CCC5)C=C1OC)OCO4)O)O
C00232,Succinate semialdehyde,C4H6O3,Cytosol,3531,CC(=CCC1CC2(C(=O)C(=C(C3=CC(=C(C=C3)O)O)O)C(=O)C(C2=O)(C1(C)C)CC=C(C)C)CC(CC=C(C)C)C(=C)C)C
C00433,"2,5-Dioxopentanoate",C5H6O4,Cytosol,3722,CC(C)C(C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)CCl)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C
C00071,Aldehyde,CHOR,Cytosol,3371,C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F
C05665,3-Aminopropanal,C3H7NO,Cytosol,7975,CC1=CC=CC=N1
C00577,D-Glyceraldehyde,C3H6O3,Cytosol,3856,CC1=NC=C(C(=C1O)CNC(C=COCCN)C(=O)O)COP(=O)(O)O
C00258,D-Glycerate,C3H6O4,Cytosol,3557,CC(CCC(C)C(C)(C)C)C1CCC2C1(CCC3C2CC(C4C3(CC(C(C4)OS(=O)(=O)O)OS(=O)(=O)O)C)OS(=O)(=O)O)C
C00555,4-Aminobutyraldehyde,C4H9NO,Cytosol,3835,CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)O)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)OC(=O)CC(C)C)(C)O)N(C)C)O)CC=O)C)O
C00637,Indole-3-acetaldehyde,C10H9NO,Cytosol,3910,CC(C)CC(C(=O)NC(CC(C)C)C(=O)NC(CCCN=C(N)N)C=O)NC(=O)C
C05985,2-Propynal,C3H2O,Cytosol,8263,C1(C(C(C1(F)F)(F)F)(F)F)(F)F
C00804,Propynoate,C3H2O2,Cytosol,4062,CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C
C02670,D-Glucuronolactone,C6H8O6,Cytosol,5641,CCOC(=O)N
C00818,D-Glucarate,C6H10O8,Cytosol,4076,COC1=CC(=CC(=C1OC)OC)CCN
C01149,4-Trimethylammoniobutanal,C7H16NO,Cytosol,4378,CC(C)C(C(=O)O)NC
C01181,4-Trimethylammoniobutanoate,C7H16NO2,Cytosol,4408,C(CC(=O)O)C(CP(=O)(CC(CCC(=O)O)C(=O)O)O)C(=O)O
C02170,Methylmalonate,C4H6O4,Cytosol,5245,C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)O
C05130,Imidazole-4-acetaldehyde,C5H6N2O,Cytosol,7550,C[N+]1=CC=CC(=C1)OC(=O)N(C)C.[Br-]
C02835,Imidazole-4-acetate,C5H6N2O2,Cytosol,5778,CSC1=NC=NC2=C1NC=N2
C05445,"3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al",C27H46O3,Cytosol,7807,C1=CC(=CC=C1N)Br
C04554,"3alpha,7alpha-Dihydroxy-5beta-cholestanate",C27H46O4,Cytosol,7159,C1=CC=C2C(=C1)N=C3C(=N2)SC(=S)S3
C05634,5-Hydroxyindoleacetaldehyde,C10H9NO2,Cytosol,7945,CCOC(=O)CC(C)C
C05635,5-Hydroxyindoleacetate,C10H9NO3,Cytosol,7946,CC(COC)OC(=O)C
C05936,N4-Acetylaminobutanal,C6H11NO2,Cytosol,8223,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CN(C6CC7=CNC8=CC=CC(=C78)C6=C5)C
C02946,4-Acetamidobutanoate,C6H11NO3,Cytosol,5865,CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C
C06613,trans-3-Chloroallyl aldehyde,C3H3ClO,Cytosol,8839,CCCCCCC(CC=CCCCCCCCC(=O)O)O
C06614,trans-3-Chloroacrylic acid,C3H3ClO2,Cytosol,8840,CCCCCCC(CCCCCCCCCCC(=O)OC)O
C16348,cis-3-Chloroallyl aldehyde,C3H3ClO,Cytosol,47205656,CC1=C(SC=C1)CNC(=O)C(=O)NC2=CC=C(C=C2)Cl
C06615,cis-3-Chloroacrylic acid,C3H3ClO2,Cytosol,8841,CCCCCCC(CC=CCCCCCCCC(=O)OC)O
C06755,Chloroacetic acid,C2H3ClO2,Cytosol,8976,C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-].[Ag+]
C02576,Perillyl aldehyde,C10H14O,Cytosol,5571,C[N+]1=CC=CC(=C1)C(=O)O
C11924,Perillic acid,C10H14O2,Cytosol,14085,C=CC1=CC=C(C=C1)Cl
C03461,"2-trans,6-trans-Farnesal",C15H24O,Cytosol,6281,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O
C16502,Farnesoic acid,C15H24O2,Cytosol,47205798,CCCC(=O)NCC(=O)N(C)CC1=CN(N=C1)C
C15547,"1,4-Dihydroxy-2-naphthoyl-CoA",C32H42N7O19P3S,Cytosol,17396539,CC1=C(NC(=C1C(=O)OC)C)C(=O)OC(C)C(=O)NC2=CC=CC=C2
C03657,"1,4-Dihydroxy-2-naphthoate",C11H8O4,Cytosol,6435,C1(=O)C(C(=O)NC(=O)N1)(C2(C(=O)NC(=O)NC2=O)O)O
C06098,Zeaxanthin,C40H56O2,Cytosol,8363,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2O
C08579,Antheraxanthin,C40H56O3,Cytosol,10772,COC1=CC2=C(C=C1)NC(=O)O2
C08614,Violaxanthin,C40H56O4,Cytosol,10807,CCOC(=O)C(C)Cl
C00576,Betaine aldehyde,C5H12NO,Cytosol,3855,CCCCCCCCCCCCCCCCCCOCC(COP(=O)(O)OCC[N+](C)(C)C)O
C00719,Betaine,C5H11NO2,Cytosol,3985,CCCCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)O
C00483,Tyramine,C8H11NO,Cytosol,3766,CC(C)(C(CCC(CBr)(C(=C)Cl)Cl)Cl)Br
C03765,4-Hydroxyphenylacetaldehyde,C8H8O2,Cytosol,6521,C1CCC(CC1)(O)OOC2(CCCCC2)OO
C01888,Aminoacetone,C3H7NO,Cytosol,5001,CC1C(C(C(C(O1)OC2=C(OC3=CC(=O)C=C(C3=C2O)O)C4=CC(=C(C=C4)O)O)O)O)O
C00546,Methylglyoxal,C3H4O2,Cytosol,3827,CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1
C05332,Phenethylamine,C8H11N,Cytosol,7711,C1=CC=C(C=C1)CCOC=O
C00601,Phenylacetaldehyde,C8H8O,Cytosol,3876,COC1=C(C=C(C=C1)C2=C3C4=CC(=C(C=C4CCN3C5=C(OC6=CC(=O)C(=CC6=C25)OC)O)OC)OC)O
C00986,"1,3-Diaminopropane",C3H10N2,Cytosol,4233,C[N+]1=CC=C(C=C1)C2=C3C=CC(=C(C4=NC(=C(C5=CC=C([N-]5)C(=C6C=CC2=N6)C7=CC=[N+](C=C7)C)C8=CC=[N+](C=C8)C)C=C4)C9=CC=[N+](C=C9)C)[N-]3.[Mn+3]
C02723,N-Methylputrescine,C5H14N2,Cytosol,5685,COC1=C(C(=CC=C1)OC)OCCNCC2COC3=CC=CC=C3O2
C06178,1-Methylpyrrolinium,C5H10N,Cytosol,8429,CCCCCOC(=O)COC1=CC(=C(C=C1Cl)Cl)Cl
C03758,Dopamine,C8H11NO2,Cytosol,6517,CCO[Si](OCC)(OCC)OCC
C04043,"3,4-Dihydroxyphenylacetaldehyde",C8H8O3,Cytosol,6744,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C
C00218,Methylamine,CH5N,Cytosol,3518,C1CCCN(CCC1)CCN=C(N)N
C12455,5-Aminopentanal,C5H11NO,Cytosol,582845,C12(C(C(C(O1)(F)F)(C(F)(F)F)F)(F)F)C(C(C(C(C2(F)F)(F)F)(F)F)(F)F)(F)F
C00506,L-Cysteate,C3H7NO5S,Cytosol,3789,CC12CC3CC(C1)(CC(C3)(C2)C(=O)NO)C
C00606,3-Sulfino-L-alanine,C3H7NO4S,Cytosol,3881,C1C(SC(=C(C#N)N2C=CN=C2)S1)C3=CC=CC=C3Cl
C00519,Hypotaurine,C2H7NO2S,Cytosol,3802,CC1=CC2=C(C=C1)NC3=C(C=CC=N3)N=C2N4CCN(CC4)C
C00246,Butanoic acid,C4H8O2,Cytosol,3545,C1CN(CCN1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3
C16272,3-Hydroxy-5-oxohexanoate,C6H10O4,Cytosol,47205580,
C16273,3-Hydroxy-5-oxohexanoyl-CoA,C27H44N7O19P3S,Cytosol,47205581,CCC1=CC=CC=C1NC(=O)CN2CCS(=O)(=O)CC2
C04246,But-2-enoyl-[acyl-carrier protein],C4H5OSR,Cytosol,6911,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)COC
C05754,trans-Dec-2-enoyl-[acp],C10H17OSR,Cytosol,8049,
C05751,trans-Oct-2-enoyl-[acp],C8H13OSR,Cytosol,8046,CCCCCCOC(=O)CCCCC(=O)OCCCCCC
C05763,trans-Hexadec-2-enoyl-[acp],C16H29OSR,Cytosol,8058,CCCCCC
C05760,trans-Tetradec-2-enoyl-[acp],C14H25OSR,Cytosol,8055,CCCCOC(=S)S
C05748,trans-Hex-2-enoyl-[acp],C6H9OSR,Cytosol,8043,CCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC
C05758,trans-Dodec-2-enoyl-[acp],C12H21OSR,Cytosol,8053,CC(C)CCON=O
C00693,"trans-2,3-Dehydroacyl-[acyl-carrier protein]",C3H2OSR2,Cytosol,3961,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl
C00226,Primary alcohol,CH3OR,Cytosol,3526,C(CCCCN=C(N)N)CCCNCCCCCCCCN=C(N)N
C00469,Ethanol,C2H6O,Cytosol,3752,C1=CC(=C(C=C1Cl)C2=NC(=NC(=N2)N)N)Cl
C00473,Retinol,C20H30O,Cytosol,3756,CN1C=C2CCN=C3C2=C1C(=O)C(=C3Cl)N
C00376,Retinal,C20H28O,Cytosol,3666,CC(=O)OC1CC2(C(O2)CCC3(C(O3)CC4CC(=O)C(=C)C1C4(C)C)C)C
C05444,"3alpha,7alpha,26-Trihydroxy-5beta-cholestane",C27H48O3,Cytosol,7806,C1=CC(=CC=C1Cl)Br
C05576,"3,4-Dihydroxyphenylethyleneglycol",C8H10O4,Cytosol,7902,CN(C)CCO
C05577,"3,4-Dihydroxymandelaldehyde",C8H8O4,Cytosol,7903,CCC[N+](=O)[O-]
C14089,1-Hydroxymethylnaphthalene,C11H10O,Cytosol,854325,C1CCC2=C(C1)C(=C(C(=S)N2)C#N)C3=CC=C(C=C3)Cl
C14090,1-Naphthaldehyde,C11H8O,Cytosol,854326,CC(C(=O)O)NCC1=C2C(=C(C=C(O2)O)C3=CC=CC=C3)C=CC1=O
C02909,(2-Naphthyl)methanol,C11H10O,Cytosol,5834,CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)O
C14099,2-Naphthaldehyde,C11H8O,Cytosol,854335,COC1=C(C=C(C=C1)C2NC(CS2)C(=O)O)O
C06899,Chloral hydrate,C2H3Cl3O2,Cytosol,9116,C1=CC=C2C(=C1)C=C3C=CC4=CC5=CC=CC=C5C6=C4C3=C2C7=CC=CC=C76
C07490,Trichloroethanol,C2H3Cl3O,Cytosol,9693,CC1=C(C(=CC=C1)C)OC(C)C[N+](C)(C)C.O.[Cl-]
C07645,Aldophosphamide,C7H15Cl2N2O3P,Cytosol,9847,C(C=CCF)F
C16551,Alcophosphamide,C7H17Cl2N2O3P,Cytosol,51090880,CC(C)OC1=C(C=C(C=N1)C(=O)N(CC2=CC=NC=C2)C3CC3)Cl
C16586,"2-Phenyl-1,3-propanediol monocarbamate",C10H13NO3,Cytosol,51090913,CCN(CC1CCOC1)C(=O)CN2C(=O)C=CC(=N2)C3=CC=CC=C3
C16587,3-Carbamoyl-2-phenylpropionaldehyde,C10H11NO3,Cytosol,51090914,CCOCCOC(C)C(=O)NCC#CC1=CC=CC=C1
C16595,"4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one",C10H11NO3,Cytosol,51090922,CC(C(=O)NCC1CCN(C1)CC(F)(F)F)OCC2=CC=CC=C2
C16596,"5-Phenyl-1,3-oxazinane-2,4-dione",C10H9NO3,Cytosol,51090923,COC1=C(C=C(C=C1)CC(=O)NCC2CCN(C2)CC(F)(F)F)F
C00599,Cholest-4-en-3-one,C27H44O,Cytosol,3875,COC1=CC2=C3C(=C4C5=CC(=C(C(=C5CCN4C3=C(OC2=CC1=O)O)OC)OC)OC)C6=CC(=C(C=C6)O)OC
C21076,Delta4-Dafachronic acid,C27H42O3,Cytosol,295369338,
C20252,"5-Androstene-3,17-dione",C19H26O2,Cytosol,163311995,CC1=C(NC2=C1C(=O)CCC2)C(=O)N3CCC4(CC3)C5=C(CCO4)C6=CC=CC=C6N5
C00280,Androstenedione,C19H26O2,Cytosol,3575,CC1=CCCC2(C1C3C(CC2)C(=C)C(=O)O3)C
C00395,Penicillin,C9H11N2O4SR,Cytosol,3685,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O
C06567,Penicilloic acid,C8H13N2O4SR,Cytosol,8796,C1=CC(=CC=C1NC(=O)N)Cl
C02265,D-Phenylalanine,C9H11NO2,Cytosol,5326,COC1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N
C00405,D-Amino acid,C2H4NO2R,Cytosol,3695,CC(C1C2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O
C01250,N-Acetyl-L-glutamate 5-semialdehyde,C7H11NO4,Cytosol,4470,C1=CC(=C(C=C1S(=O)(=O)O)S(=O)(=O)O)NC(=O)C2=CC(=CC(=C2)NC(=O)NC3=CC(=CC(=C3)C(=O)NC4=C(C=C(C=C4)S(=O)(=O)O)S(=O)(=O)O)C(=O)NC5=C(C=C(C=C5)S(=O)(=O)O)S(=O)(=O)O)C(=O)NC6=C(C=C(C=C6)S(=O)(=O)O)S(=O)(=O)O
C04133,N-Acetyl-L-glutamate 5-phosphate,C7H12NO8P,Cytosol,6819,CCCCOC(=O)COC(=O)C1=CC=CC=C1C(=O)OCCCC
C00624,N-Acetyl-L-glutamate,C7H11NO5,Cytosol,3897,CC(C)CC(=O)C1=C(C2(CC(C(C(C1=O)(C2=O)C(CC(=O)O)C3=CC=CC=C3)(C)C)CC=C(C)C)CC=C(C)C)O
C00437,N-Acetylornithine,C7H14N2O3,Cytosol,3726,CS(=O)C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC(=CC=C4)I
C00169,Carbamoyl phosphate,CH4NO5P,Cytosol,3469,C1=CC(=C(C=C1O)C(=O)O)O
C03406,N-(L-Arginino)succinate,C10H18N4O6,Cytosol,6235,C1CN1C2=CC(=O)C(=C(C2=O)N3CC3)N4CC4
C00239,dCMP,C9H14N3O7P,Cytosol,3538,CC1=NN=C(C2=CC3=C(C=C2C1)OCO3)C4=CC=C(C=C4)N
C00197,3-Phospho-D-glycerate,C3H7O7P,Cytosol,3497,CC(C)CC(CC(=O)O)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(C)C3=CC=CC=C3
C00184,Glycerone,C3H6O3,Cytosol,3484,C(CC(=O)NO)C(C(=O)O)N
C01099,L-Fuculose 1-phosphate,C6H13O8P,Cytosol,4333,CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C=O)NC(=O)C
C00424,(S)-Lactaldehyde,C3H6O2,Cytosol,3714,C1C2=C3C4=CC=CC=C4N(C3=C5C(=C2C(=O)N1)C6=CC=CC=C6N5)CCC#N
C22337,D-Ribulose 1-phosphate,C5H11O8P,Cytosol,497619697,
C05727,S-Substituted N-acetyl-L-cysteine,C5H8NO3SR,Cytosol,8030,C1=CSC=C1
C01326,Hydrogen cyanide,CHN,Cytosol,4537,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3CCC(=O)C4
C05147,trans-3-Hydroxy-L-proline,C5H9NO3,Cytosol,7565,C1=CC=C(C=C1)OC2=CC=C(C=C2)Br
C20643,2-Heptyl-4(1H)-quinolone,C16H21NO,Cytosol,172232367,CC(C)(C1CC1)C(C(=O)O)NC(=O)OCC2C3=CC=CC=C3C4=CC=CC=C24
C11848,2-Heptyl-3-hydroxy-quinolone,C16H21NO2,Cytosol,14010,C=COCCN1CCN(CC1)CCCN2C(=O)CN=C(C3=C2C=CC(=C3)Cl)C4=CC=CC=C4F.C(=CC(=O)O)C(=O)O.C(=CC(=O)O)C(=O)O
C15521,Alkanesulfonate,CH3O3SR,Cytosol,17396513,CC1=C(OC2=CC=CC=C12)C(=O)NCCC3=CC=CS3
C11145,Methanesulfonic acid,CH4SO3,Cytosol,13327,CC(=O)OC1CCC2C1(CCC3C2CCC4=C(C(=O)CCC34C)Cl)C
C00168,Hydroxypyruvate,C3H4O4,Cytosol,3468,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C
C00989,4-Hydroxybutanoic acid,C4H8O3,Cytosol,4235,C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl
C20876,Very-long-chain acyl-CoA,C26H43N7O17P3SR,Cytosol,254741342,
C22857,Very-long-chain alpha-carboxyacyl-CoA,C27H43N7O19P3SR,Cytosol,497620209,
C05382,Sedoheptulose 7-phosphate,C7H15O10P,Cytosol,7756,CC(C)CC(=NO)C
C12214,Aminofructose 6-phosphate,C6H14NO8P,Cytosol,14359,COC1=CC=C(C=C1)C=CC2=CC=CC=C2
C12215,Iminoerythrose 4-phosphate,C4H10NO6P,Cytosol,14360,C1=CC(=CC=C1SSC2=CC=C(C=C2)Cl)Cl
C00041,L-Alanine,C3H7NO2,Cytosol,3343,CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=CC(=C2)O)O)O
C06099,(R)-Limonene,C10H16,Cytosol,8364,CCCCC(CC)COC(=O)C1=CC=CC=C1O
C07271,"Limonene-1,2-epoxide",C10H16O,Cytosol,9480,C1=C(C=C(C=C1C(F)(F)F)N)C(F)(F)F
C00521,(S)-Limonene,C10H16,Cytosol,3804,CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)OC(=O)C)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)OC(=O)CC(C)C)(C)O)N(C)C)O)CC=O)C)O
C19081,"(4S)-Limonene-1,2-epoxide",C10H16O,Cytosol,124489753,CC1CC2(CCN1C(=O)OCC3=CC=CC=C3)C=CC(=O)N2C4=CC(=CC=C4)F
C05986,2-Propyn-1-ol,C3H4O,Cytosol,8264,CN(C)P(=O)(N(C)C)F
C00207,Acetone,C3H6O,Cytosol,3507,CC1(C(NC(S1)C(C(=O)NCC2=CC=CC=C2)NC(=O)CC3=CC=CC=C3)C(=O)NC(CC4=CC=CC=C4)C(CC(=O)NCC5=NC6=CC=CC=C6N5)O)C
C00031,D-Glucose,C6H12O6,Cytosol,3333,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C
C07836,D-glycero-beta-D-manno-Heptose 7-phosphate,C7H15O10P,Cytosol,10038,C=C=O
C19882,D-glycero-D-manno-Heptose 7-phosphate,C7H15O10P,Cytosol,135626348,CCN(C1CCCCC1)C(=O)CCCOC2=CC3=C(CN4C(=C)C(=O)NC4=N3)C=C2
C19878,D-glycero-alpha-D-manno-Heptose 7-phosphate,C7H15O10P,Cytosol,135626344,CCCCCCN(C1CCCCC1)C(=O)CCCCOC2=CC3=C(C=C2)N=C4NC(=O)C(=C)N4C3
C16396,"2,4-Diamino-6-nitrotoluene",C7H9N3O2,Cytosol,47205694,CCCC(=O)NCC(=O)NNC(=O)C1=CC=CC=N1
C16399,"2,4-Diamino-6-hydroxylaminotoluene",C7H11N3O,Cytosol,47205697,CCCC(=O)NCC(=O)NC1=CC=CC=C1C
C00196,"2,3-Dihydroxybenzoate",C7H6O4,Cytosol,3496,C(C(=O)O)NCP(=O)(O)O
C05821,Enterochelin,C30H27N3O15,Cytosol,8116,C=CCOCCO
C03046,"(S,S)-Butane-2,3-diol",C4H10O2,Cytosol,5949,CCCC[SnH](CCCC)CCCC.CC(=O)O
C01769,(S)-Acetoin,C4H8O2,Cytosol,4902,CC(=O)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OS(=O)(=O)[O-])C)C
C00741,Diacetyl,C4H6O2,Cytosol,4004,CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC
C20657,"meso-2,3-Butanediol",C4H10O2,Cytosol,172232379,CCCSC1=NC(=C2C(=N1)N(N=N2)C3COC(C3O)CO)NC4CC4C5=CC(=C(C=C5)F)F
C00810,(R)-Acetoin,C4H8O2,Cytosol,4068,C1=CC=C(C(=C1)C2=C3C=C(C(=O)C=C3OC4=C(C(=C(C=C24)Br)[O-])[Hg])Br)C(=O)[O-].O
C00575,"3',5'-Cyclic AMP",C10H12N5O6P,Cytosol,3854,CC(C)CC(C(=O)NC1=CC=CC=C1)NC(=O)C(CCC2=CC=C(C=C2)C3=CC=C(C=C3)F)CC(CCCCN4CC5=CC=CC=C5C4=O)C(=O)O
C00590,Coniferyl alcohol,C10H12O3,Cytosol,3869,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O
